goal_x,goal_y
10.112359550561791,60.0
11.460674157303373,60.0
12.80898876404494,60.0
14.157303370786508,60.0
15.50561797752809,60.0
16.853932584269657,60.0
18.20224719101124,60.0
19.550561797752806,60.0
20.898876404494374,60.0
22.247191011235955,60.0
23.595505617977523,60.0
24.943820224719104,60.0
26.29213483146067,60.0
27.64044943820224,60.0
28.98876404494382,60.0
30.33707865168539,60.0
31.68539325842697,60.0
33.03370786516854,60.0
34.382022471910105,60.0
35.73033707865169,60.0
37.078651685393254,60.0
38.426966292134836,60.0
39.7752808988764,60.0
41.12359550561797,60.0
42.47191011235955,60.0
43.82022471910112,60.0
45.16853932584269,60.0
46.51685393258427,60.0
47.865168539325836,60.0
49.21348314606742,60.0
50.561797752808985,60.0
51.91011235955055,60.0
53.258426966292134,60.0
54.6067415730337,60.0
55.95505617977528,60.0
57.30337078651685,60.0
58.65168539325842,60.0
60.0,60.0
60.0,60.0
60.0,58.651685393258425
60.0,57.30337078651685
60.0,55.95505617977528
60.0,54.60674157303371
60.0,53.258426966292134
60.0,51.91011235955056
60.0,50.561797752808985
60.0,49.21348314606742
60.0,47.86516853932584
60.0,46.51685393258427
60.0,45.1685393258427
60.0,43.82022471910112
60.0,42.47191011235955
60.0,41.12359550561798
60.0,39.7752808988764
60.0,38.426966292134836
60.0,37.078651685393254
60.0,35.73033707865169
60.0,34.38202247191011
60.0,33.03370786516854
60.0,31.685393258426966
60.0,30.337078651685395
60.0,28.98876404494382
60.0,27.640449438202246
60.0,26.29213483146067
60.0,24.943820224719104
60.0,23.59550561797753
60.0,22.247191011235955
60.0,20.89887640449438
60.0,19.550561797752813
60.0,18.20224719101124
60.0,16.853932584269664
60.0,15.50561797752809
60.0,14.157303370786515
60.0,12.808988764044948
60.0,11.460674157303373
60.0,10.112359550561798
60.0,8.764044943820224
60.0,7.4157303370786565
60.0,6.067415730337082
60.0,4.719101123595507
60.0,3.370786516853933
60.0,2.0224719101123583
60.0,0.6741573033707908
60.0,-0.6741573033707837
60.0,-2.0224719101123583
60.0,-3.370786516853933
60.0,-4.719101123595507
60.0,-6.067415730337075
60.0,-7.4157303370786565
60.0,-8.764044943820224
60.0,-10.112359550561791
60.0,-11.460674157303373
60.0,-12.80898876404494
60.0,-14.157303370786508
60.0,-15.50561797752809
60.0,-16.853932584269657
60.0,-18.20224719101124
60.0,-19.550561797752806
60.0,-20.898876404494374
60.0,-22.247191011235955
60.0,-23.595505617977523
60.0,-24.943820224719104
60.0,-26.29213483146067
60.0,-27.64044943820224
60.0,-28.98876404494382
60.0,-30.33707865168539
60.0,-31.68539325842697
60.0,-33.03370786516854
60.0,-34.382022471910105
60.0,-35.73033707865169
60.0,-37.078651685393254
60.0,-38.426966292134836
60.0,-39.7752808988764
60.0,-41.12359550561797
60.0,-42.47191011235955
60.0,-43.82022471910112
60.0,-45.16853932584269
60.0,-46.51685393258427
60.0,-47.865168539325836
60.0,-49.21348314606742
60.0,-50.561797752808985
60.0,-51.91011235955055
60.0,-53.258426966292134
60.0,-54.6067415730337
60.0,-55.95505617977528
60.0,-57.30337078651685
60.0,-58.65168539325842
60.0,-60.0
60.0,-60.0
58.651685393258425,-60.0
57.30337078651685,-60.0
55.95505617977528,-60.0
54.60674157303371,-60.0
53.258426966292134,-60.0
51.91011235955056,-60.0
50.561797752808985,-60.0
49.21348314606742,-60.0
47.86516853932584,-60.0
46.51685393258427,-60.0
45.1685393258427,-60.0
43.82022471910112,-60.0
42.47191011235955,-60.0
41.12359550561798,-60.0
39.7752808988764,-60.0
38.426966292134836,-60.0
37.078651685393254,-60.0
35.73033707865169,-60.0
34.38202247191011,-60.0
33.03370786516854,-60.0
31.685393258426966,-60.0
30.337078651685395,-60.0
28.98876404494382,-60.0
27.640449438202246,-60.0
26.29213483146067,-60.0
24.943820224719104,-60.0
23.59550561797753,-60.0
22.247191011235955,-60.0
20.89887640449438,-60.0
19.550561797752813,-60.0
18.20224719101124,-60.0
16.853932584269664,-60.0
15.50561797752809,-60.0
14.157303370786515,-60.0
12.808988764044948,-60.0
11.460674157303373,-60.0
10.112359550561798,-60.0
8.764044943820224,-60.0
7.4157303370786565,-60.0
6.067415730337082,-60.0
4.719101123595507,-60.0
3.370786516853933,-60.0
2.0224719101123583,-60.0
0.6741573033707908,-60.0
-0.6741573033707837,-60.0
-2.0224719101123583,-60.0
-3.370786516853933,-60.0
-4.719101123595507,-60.0
-6.067415730337075,-60.0
-7.4157303370786565,-60.0
-8.764044943820224,-60.0
-10.112359550561791,-60.0
-11.460674157303373,-60.0
-12.80898876404494,-60.0
-14.157303370786508,-60.0
-15.50561797752809,-60.0
-16.853932584269657,-60.0
-18.20224719101124,-60.0
-19.550561797752806,-60.0
-20.898876404494374,-60.0
-22.247191011235955,-60.0
-23.595505617977523,-60.0
-24.943820224719104,-60.0
-26.29213483146067,-60.0
-27.64044943820224,-60.0
-28.98876404494382,-60.0
-30.33707865168539,-60.0
-31.68539325842697,-60.0
-33.03370786516854,-60.0
-34.382022471910105,-60.0
-35.73033707865169,-60.0
-37.078651685393254,-60.0
-38.426966292134836,-60.0
-39.7752808988764,-60.0
-41.12359550561797,-60.0
-42.47191011235955,-60.0
-43.82022471910112,-60.0
-45.16853932584269,-60.0
-46.51685393258427,-60.0
-47.865168539325836,-60.0
-49.21348314606742,-60.0
-50.561797752808985,-60.0
-51.91011235955055,-60.0
-53.258426966292134,-60.0
-54.6067415730337,-60.0
-55.95505617977528,-60.0
-57.30337078651685,-60.0
-58.65168539325842,-60.0
-60.0,-60.0
